community_name,district,sub_district,total_price,unit_price,floor_area,layout,rooms,halls,floor,total_floors,orientation,decoration,construction_year,building_age,near_subway,listing_time,listing_link,floor_type,decoration_level,floor_type_encoded,orientation_south,district_Binjiang,district_Fuyang,district_Gongshu,district_Jianggan,district_Linan,district_Linping,district_Qiantang,district_Shangcheng,district_Xiacheng,district_Xiaoshan,district_Xihu,district_Yuhang,floor_ratio,price_per_room,area_per_room,age_category,area_category,price_category
CR Land Court,Jianggan,Central,198.5,26752.0,74.2,3BR 2LR,3,2,Low Floor,7.0,Southwest,Fine,2025.0,1.0,1,163 days ago,https://hz.lianjia.com/ershoufang/100001727.html,Low Floor,3,0,1,False,False,False,True,False,False,False,False,False,False,False,False,0.25,66.16666666666667,24.733333333333334,0-5yr,70-90sqm,1.5-2M
Greentown Villa,Binjiang,Xixing,553.9,49326.0,112.3,3BR 2LR,3,2,High Floor,25.0,West,Luxury,2007.0,19.0,0,19 days ago,https://hz.lianjia.com/ershoufang/100001728.html,High Floor,4,2,0,True,False,False,False,False,False,False,False,False,False,False,False,0.75,184.63333333333333,37.43333333333333,15-20yr,90-120sqm,>5M
Poly Apartment,Yuhang,Old Yuhang,276.9,24228.0,114.3,3BR 1LR,3,1,Middle Floor,32.0,South,Fine,2004.0,22.0,1,134 days ago,https://hz.lianjia.com/ershoufang/100001729.html,Middle Floor,3,1,1,False,False,False,False,False,False,False,False,False,False,False,True,0.5,92.3,38.1,20-30yr,90-120sqm,2-3M
Fuxing City,Xiacheng,Central,264.7,45091.0,58.7,3BR 2LR,3,2,High Floor,7.0,East,Luxury,1997.0,29.0,1,71 days ago,https://hz.lianjia.com/ershoufang/100001730.html,High Floor,4,2,0,False,False,False,False,False,False,False,False,True,False,False,False,0.75,88.23333333333333,19.566666666666666,20-30yr,50-70sqm,2-3M
CIFI New Village,Qiantang,Xiasha,126.8,20323.0,62.4,3BR 2LR,3,2,Middle Floor,18.0,Southwest,Fine,2013.0,13.0,0,62 days ago,https://hz.lianjia.com/ershoufang/100001731.html,Middle Floor,3,1,1,False,False,False,False,False,False,True,False,False,False,False,False,0.5,42.266666666666666,20.8,10-15yr,50-70sqm,1-1.5M
Vanke Court,Linping,Central,243.9,22967.0,106.2,2BR 2LR,2,2,Low Floor,11.0,South,Fine,2020.0,6.0,0,64 days ago,https://hz.lianjia.com/ershoufang/100001732.html,Low Floor,3,0,1,False,False,False,False,False,True,False,False,False,False,False,False,0.25,121.95,53.1,5-10yr,90-120sqm,2-3M
Daguan Mansion,Xihu,Zhuantang,328.0,34779.0,94.3,2BR 1LR,2,1,High Floor,18.0,East,Medium,2006.0,20.0,0,133 days ago,https://hz.lianjia.com/ershoufang/100001733.html,High Floor,2,2,0,False,False,False,False,False,False,False,False,False,False,True,False,0.75,164.0,47.15,15-20yr,90-120sqm,3-4M
Merchants World,Gongshu,Shangtang,541.3,52967.0,102.2,4BR 2LR,4,2,Middle Floor,11.0,North,Medium,2008.0,18.0,0,58 days ago,https://hz.lianjia.com/ershoufang/100001734.html,Middle Floor,2,1,0,False,False,True,False,False,False,False,False,False,False,False,False,0.5,135.325,25.55,15-20yr,90-120sqm,>5M
Evergrande Plaza,Linping,Central,234.1,22908.0,102.2,3BR 2LR,3,2,Low Floor,33.0,Northeast,Medium,2014.0,12.0,1,160 days ago,https://hz.lianjia.com/ershoufang/100001735.html,Low Floor,2,0,0,False,False,False,False,False,True,False,False,False,False,False,False,0.25,78.03333333333333,34.06666666666667,10-15yr,90-120sqm,2-3M
Merchants Place,Yuhang,Liangzhu,199.7,38556.0,51.8,3BR 2LR,3,2,Low Floor,7.0,East,Fine,2012.0,14.0,0,167 days ago,https://hz.lianjia.com/ershoufang/100001736.html,Low Floor,3,0,0,False,False,False,False,False,False,False,False,False,False,False,True,0.25,66.56666666666666,17.266666666666666,10-15yr,50-70sqm,1.5-2M
Shimao Court,Fuyang,Central,373.8,36787.0,101.6,1BR 1LR,1,1,High Floor,33.0,South,Medium,2025.0,1.0,1,34 days ago,https://hz.lianjia.com/ershoufang/100001737.html,High Floor,2,2,1,False,True,False,False,False,False,False,False,False,False,False,False,0.75,373.8,101.6,0-5yr,90-120sqm,3-4M
CIFI World,Xiaoshan,Beigan,464.7,46102.0,100.8,4BR 2LR,4,2,Middle Floor,25.0,South,Fine,2013.0,13.0,0,145 days ago,https://hz.lianjia.com/ershoufang/100001738.html,Middle Floor,3,1,1,False,False,False,False,False,False,False,False,False,True,False,False,0.5,116.175,25.2,10-15yr,90-120sqm,4-5M
Desheng Mansion,Xiaoshan,Xintang,80.6,25353.0,31.8,4BR 2LR,4,2,Middle Floor,11.0,North-South,Fine,2021.0,5.0,0,74 days ago,https://hz.lianjia.com/ershoufang/100001739.html,Middle Floor,3,1,1,False,False,False,False,False,False,False,False,False,True,False,False,0.5,20.15,7.95,0-5yr,<50sqm,<1M
Desheng Villa,Yuhang,Gouzhuang,477.6,40822.0,117.0,5BR 2LR,5,2,Low Floor,6.0,North-South,Medium,2018.0,8.0,0,152 days ago,https://hz.lianjia.com/ershoufang/100001740.html,Low Floor,2,0,1,False,False,False,False,False,False,False,False,False,False,False,True,0.25,95.52000000000001,23.4,5-10yr,90-120sqm,4-5M
Poly Place,Binjiang,Changhe,373.3,50312.0,74.2,3BR 2LR,3,2,Middle Floor,33.0,South,Luxury,2006.0,20.0,1,6 days ago,https://hz.lianjia.com/ershoufang/100001741.html,Middle Floor,4,1,1,True,False,False,False,False,False,False,False,False,False,False,False,0.5,124.43333333333334,24.733333333333334,15-20yr,70-90sqm,3-4M
Country Garden Apartment,Jianggan,Central,425.2,31615.0,134.5,2BR 2LR,2,2,High Floor,11.0,West,Simple,2019.0,7.0,0,136 days ago,https://hz.lianjia.com/ershoufang/100001742.html,High Floor,1,2,0,False,False,False,True,False,False,False,False,False,False,False,False,0.75,212.6,67.25,5-10yr,120-150sqm,4-5M
Vanke Complex,Binjiang,Puyan,428.9,50162.0,85.5,4BR 2LR,4,2,Middle Floor,25.0,Northeast,Simple,2003.0,23.0,1,151 days ago,https://hz.lianjia.com/ershoufang/100001743.html,Middle Floor,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,0.5,107.225,21.375,20-30yr,70-90sqm,4-5M
Xiaoying Villa,Xihu,Sandun,513.3,52436.0,97.9,4BR 2LR,4,2,Middle Floor,6.0,Southeast,Unfinished,1992.0,34.0,1,17 days ago,https://hz.lianjia.com/ershoufang/100001744.html,Middle Floor,0,1,1,False,False,False,False,False,False,False,False,False,False,True,False,0.5,128.325,24.475,30yr+,90-120sqm,>5M
Shimao Place,Linping,Central,169.8,17668.0,96.1,3BR 2LR,3,2,Middle Floor,7.0,South,Simple,2024.0,2.0,0,119 days ago,https://hz.lianjia.com/ershoufang/100001745.html,Middle Floor,1,1,1,False,False,False,False,False,True,False,False,False,False,False,False,0.5,56.6,32.03333333333333,0-5yr,90-120sqm,1.5-2M
Daguan New Village,Binjiang,Xixing,310.3,37975.0,81.7,2BR 1LR,2,1,High Floor,7.0,North-South,Simple,2025.0,1.0,0,126 days ago,https://hz.lianjia.com/ershoufang/100001746.html,High Floor,1,2,1,True,False,False,False,False,False,False,False,False,False,False,False,0.75,155.15,40.85,0-5yr,70-90sqm,3-4M
Jinmao Court,Yuhang,Gouzhuang,171.1,29646.0,57.7,4BR 2LR,4,2,Low Floor,25.0,South,Fine,2009.0,17.0,1,15 days ago,https://hz.lianjia.com/ershoufang/100001747.html,Low Floor,3,0,1,False,False,False,False,False,False,False,False,False,False,False,True,0.25,42.775,14.425,15-20yr,50-70sqm,1.5-2M
Yango Community,Gongshu,Hemu,262.8,43156.0,60.9,4BR 2LR,4,2,Middle Floor,7.0,Southeast,Fine,2001.0,25.0,0,23 days ago,https://hz.lianjia.com/ershoufang/100001748.html,Middle Floor,3,1,1,False,False,True,False,False,False,False,False,False,False,False,False,0.5,65.7,15.225,20-30yr,50-70sqm,2-3M
Shimao Plaza,Shangcheng,Ziyang,366.7,51424.0,71.3,3BR 2LR,3,2,Low Floor,33.0,South,Fine,2020.0,6.0,0,43 days ago,https://hz.lianjia.com/ershoufang/100001749.html,Low Floor,3,0,1,False,False,False,False,False,False,False,True,False,False,False,False,0.25,122.23333333333333,23.766666666666666,5-10yr,70-90sqm,3-4M
Longfor Apartment,Binjiang,Xixing,358.8,32036.0,112.0,4BR 2LR,4,2,Low Floor,33.0,South,Fine,2011.0,15.0,0,161 days ago,https://hz.lianjia.com/ershoufang/100001750.html,Low Floor,3,0,1,True,False,False,False,False,False,False,False,False,False,False,False,0.25,89.7,28.0,10-15yr,90-120sqm,3-4M
Sanliting Court,Xihu,Wenxin,490.1,52027.0,94.2,3BR 2LR,3,2,Middle Floor,25.0,Southwest,Fine,2013.0,13.0,0,126 days ago,https://hz.lianjia.com/ershoufang/100001751.html,Middle Floor,3,1,1,False,False,False,False,False,False,False,False,False,False,True,False,0.5,163.36666666666667,31.400000000000002,10-15yr,90-120sqm,4-5M
Jinmao Complex,Yuhang,Old Yuhang,324.9,32583.0,99.7,5BR 2LR,5,2,High Floor,32.0,South,Medium,2005.0,21.0,0,26 days ago,https://hz.lianjia.com/ershoufang/100001752.html,High Floor,2,2,1,False,False,False,False,False,False,False,False,False,False,False,True,0.75,64.97999999999999,19.94,20-30yr,90-120sqm,3-4M
Greentown Center,Xihu,Liuxia,429.4,41979.0,102.3,4BR 2LR,4,2,Middle Floor,18.0,Southeast,Medium,2025.0,1.0,0,10 days ago,https://hz.lianjia.com/ershoufang/100001753.html,Middle Floor,2,1,1,False,False,False,False,False,False,False,False,False,False,True,False,0.5,107.35,25.575,0-5yr,90-120sqm,4-5M
Sanliting World,Gongshu,Daguan,259.6,25182.0,103.1,3BR 2LR,3,2,Low Floor,25.0,North-South,Fine,2003.0,23.0,1,172 days ago,https://hz.lianjia.com/ershoufang/100001754.html,Low Floor,3,0,1,False,False,True,False,False,False,False,False,False,False,False,False,0.25,86.53333333333335,34.36666666666667,20-30yr,90-120sqm,2-3M
Xiaoying Plaza,Binjiang,Changhe,291.4,39108.0,74.5,1BR 1LR,1,1,Middle Floor,18.0,Northwest,Fine,2022.0,4.0,0,109 days ago,https://hz.lianjia.com/ershoufang/100001755.html,Middle Floor,3,1,0,True,False,False,False,False,False,False,False,False,False,False,False,0.5,291.4,74.5,0-5yr,70-90sqm,2-3M
COLI Center,Fuyang,Central,191.4,26324.0,72.7,1BR 1LR,1,1,Low Floor,33.0,North-South,Fine,2025.0,1.0,1,87 days ago,https://hz.lianjia.com/ershoufang/100001756.html,Low Floor,3,0,1,False,True,False,False,False,False,False,False,False,False,False,False,0.25,191.4,72.7,0-5yr,70-90sqm,1.5-2M
Longfor New Village,Yuhang,Xianlin,283.3,34670.0,81.7,1BR 1LR,1,1,High Floor,18.0,South,Fine,2012.0,14.0,1,85 days ago,https://hz.lianjia.com/ershoufang/100001757.html,High Floor,3,2,1,False,False,False,False,False,False,False,False,False,False,False,True,0.75,283.3,81.7,10-15yr,70-90sqm,2-3M
CIFI Complex,Linan,Central,237.6,19965.0,119.0,2BR 1LR,2,1,Middle Floor,18.0,Southwest,Simple,2025.0,1.0,0,130 days ago,https://hz.lianjia.com/ershoufang/100001758.html,Middle Floor,1,1,1,False,False,False,False,True,False,False,False,False,False,False,False,0.5,118.8,59.5,0-5yr,90-120sqm,2-3M
Wangjiang Center,Yuhang,Cangqian,183.2,30794.0,59.5,2BR 2LR,2,2,Middle Floor,25.0,Northwest,Fine,2018.0,8.0,1,79 days ago,https://hz.lianjia.com/ershoufang/100001759.html,Middle Floor,3,1,0,False,False,False,False,False,False,False,False,False,False,False,True,0.5,91.6,29.75,5-10yr,50-70sqm,1.5-2M
Ziyang City,Xiacheng,Central,226.6,49595.0,45.7,2BR 1LR,2,1,High Floor,18.0,East-West,Fine,2017.0,9.0,0,99 days ago,https://hz.lianjia.com/ershoufang/100001760.html,High Floor,3,2,0,False,False,False,False,False,False,False,False,True,False,False,False,0.75,113.3,22.85,5-10yr,<50sqm,2-3M
Gemdale Community,Jianggan,Central,289.8,31843.0,91.0,4BR 2LR,4,2,Low Floor,25.0,North,Luxury,2014.0,12.0,0,95 days ago,https://hz.lianjia.com/ershoufang/100001761.html,Low Floor,4,0,0,False,False,False,True,False,False,False,False,False,False,False,False,0.25,72.45,22.75,10-15yr,90-120sqm,2-3M
Jinmao Apartment,Xiaoshan,Chengxiang,134.0,30041.0,44.6,3BR 2LR,3,2,Low Floor,32.0,Southeast,Fine,2009.0,17.0,0,171 days ago,https://hz.lianjia.com/ershoufang/100001762.html,Low Floor,3,0,1,False,False,False,False,False,False,False,False,False,True,False,False,0.25,44.666666666666664,14.866666666666667,15-20yr,<50sqm,1-1.5M
CIFI Center,Xiaoshan,Ningwei,262.1,30725.0,85.3,3BR 2LR,3,2,Middle Floor,25.0,Southeast,Unfinished,2017.0,13.0,1,168 days ago,https://hz.lianjia.com/ershoufang/100001763.html,Middle Floor,0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,0.5,87.36666666666667,28.433333333333334,10-15yr,70-90sqm,2-3M
Zhaohui Center,Shangcheng,Nanxing,422.9,44279.0,95.5,2BR 1LR,2,1,Middle Floor,32.0,Northeast,Fine,2001.0,25.0,1,133 days ago,https://hz.lianjia.com/ershoufang/100001764.html,Middle Floor,3,1,0,False,False,False,False,False,False,False,True,False,False,False,False,0.5,211.45,47.75,20-30yr,90-120sqm,4-5M
Xiaoying Complex,Xiacheng,Central,356.5,35905.0,99.3,2BR 1LR,2,1,High Floor,25.0,South,Fine,2018.0,8.0,0,47 days ago,https://hz.lianjia.com/ershoufang/100001765.html,High Floor,3,2,1,False,False,False,False,False,False,False,False,True,False,False,False,0.75,178.25,49.65,5-10yr,90-120sqm,3-4M
Vanke City,Xihu,Zhuantang,328.8,43436.0,75.7,3BR 2LR,3,2,High Floor,11.0,North,Fine,2025.0,1.0,0,60 days ago,https://hz.lianjia.com/ershoufang/100001766.html,High Floor,3,2,0,False,False,False,False,False,False,False,False,False,False,True,False,0.75,109.60000000000001,25.233333333333334,0-5yr,70-90sqm,3-4M
Jinjiang Villa,Yuhang,Xianlin,228.0,29798.0,76.5,2BR 1LR,2,1,High Floor,11.0,West,Luxury,2008.0,18.0,0,132 days ago,https://hz.lianjia.com/ershoufang/100001767.html,High Floor,4,2,0,False,False,False,False,False,False,False,False,False,False,False,True,0.75,114.0,38.25,15-20yr,70-90sqm,2-3M
Fuxing Mansion,Yuhang,Xianlin,456.8,39897.0,114.5,2BR 2LR,2,2,Middle Floor,18.0,South,Medium,2023.0,3.0,1,147 days ago,https://hz.lianjia.com/ershoufang/100001768.html,Middle Floor,2,1,1,False,False,False,False,False,False,False,False,False,False,False,True,0.5,228.4,57.25,0-5yr,90-120sqm,4-5M
Merchants Court,Gongshu,Hemu,285.5,36554.0,78.1,5BR 2LR,5,2,Low Floor,25.0,West,Medium,2013.0,13.0,0,151 days ago,https://hz.lianjia.com/ershoufang/100001769.html,Low Floor,2,0,0,False,False,True,False,False,False,False,False,False,False,False,False,0.25,57.1,15.62,10-15yr,70-90sqm,2-3M
COLI World,Binjiang,Puyan,276.5,27213.0,101.6,3BR 1LR,3,1,Middle Floor,32.0,North-South,Medium,2014.0,12.0,0,133 days ago,https://hz.lianjia.com/ershoufang/100001770.html,Middle Floor,2,1,1,True,False,False,False,False,False,False,False,False,False,False,False,0.5,92.16666666666667,33.86666666666667,10-15yr,90-120sqm,2-3M
CIFI New Village,Binjiang,Puyan,410.5,46388.0,88.5,3BR 2LR,3,2,High Floor,7.0,North-South,Fine,2010.0,16.0,1,92 days ago,https://hz.lianjia.com/ershoufang/100001771.html,High Floor,3,2,1,True,False,False,False,False,False,False,False,False,False,False,False,0.75,136.83333333333334,29.5,15-20yr,70-90sqm,4-5M
Xiaoying Community,Shangcheng,Nanxing,209.3,44147.0,47.4,2BR 1LR,2,1,High Floor,18.0,North-South,Medium,2000.0,26.0,1,74 days ago,https://hz.lianjia.com/ershoufang/100001772.html,High Floor,2,2,1,False,False,False,False,False,False,False,True,False,False,False,False,0.75,104.65,23.7,20-30yr,<50sqm,2-3M
Greentown Mansion,Binjiang,Xixing,481.7,45484.0,105.9,3BR 1LR,3,1,Middle Floor,18.0,South,Fine,2006.0,20.0,1,128 days ago,https://hz.lianjia.com/ershoufang/100001773.html,Middle Floor,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,0.5,160.56666666666666,35.300000000000004,15-20yr,90-120sqm,4-5M
Wangjiang Court,Xihu,Wensan Road,170.3,18488.0,92.1,2BR 1LR,2,1,Low Floor,6.0,South,Unfinished,2010.0,16.0,0,46 days ago,https://hz.lianjia.com/ershoufang/100001774.html,Low Floor,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,0.25,85.15,46.05,15-20yr,90-120sqm,1.5-2M
Sanliting Place,Yuhang,Xianlin,226.2,25996.0,87.0,3BR 2LR,3,2,Middle Floor,18.0,North-South,Fine,2024.0,2.0,1,133 days ago,https://hz.lianjia.com/ershoufang/100001775.html,Middle Floor,3,1,1,False,False,False,False,False,False,False,False,False,False,False,True,0.5,75.39999999999999,29.0,0-5yr,70-90sqm,2-3M
Gemdale Community,Jianggan,Central,258.3,31775.0,81.3,2BR 1LR,2,1,Low Floor,11.0,Southeast,Simple,2017.0,9.0,1,143 days ago,https://hz.lianjia.com/ershoufang/100001776.html,Low Floor,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,0.25,129.15,40.65,5-10yr,70-90sqm,2-3M
Merchants Plaza,Linping,Central,115.2,24514.0,47.0,1BR 1LR,1,1,High Floor,33.0,South,Medium,2003.0,23.0,1,131 days ago,https://hz.lianjia.com/ershoufang/100001777.html,High Floor,2,2,1,False,False,False,False,False,True,False,False,False,False,False,False,0.75,115.2,47.0,20-30yr,<50sqm,1-1.5M
Desheng Court,Binjiang,Changhe,430.7,40024.0,107.6,5BR 2LR,5,2,Low Floor,32.0,South,Simple,2021.0,5.0,0,74 days ago,https://hz.lianjia.com/ershoufang/100001778.html,Low Floor,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,0.25,86.14,21.52,0-5yr,90-120sqm,4-5M
Desheng World,Binjiang,Changhe,445.1,41909.0,106.2,2BR 1LR,2,1,Low Floor,11.0,Southeast,Fine,2020.0,6.0,0,10 days ago,https://hz.lianjia.com/ershoufang/100001779.html,Low Floor,3,0,1,True,False,False,False,False,False,False,False,False,False,False,False,0.25,222.55,53.1,5-10yr,90-120sqm,4-5M
Shimao Apartment,Xiaoshan,Shushan,326.0,34104.0,95.6,2BR 1LR,2,1,Middle Floor,11.0,Northwest,Luxury,2012.0,14.0,0,114 days ago,https://hz.lianjia.com/ershoufang/100001780.html,Middle Floor,4,1,0,False,False,False,False,False,False,False,False,False,True,False,False,0.5,163.0,47.8,10-15yr,90-120sqm,3-4M
Poly Center,Xiaoshan,Shushan,299.2,23843.0,125.5,3BR 2LR,3,2,High Floor,7.0,South,Unfinished,2008.0,18.0,0,78 days ago,https://hz.lianjia.com/ershoufang/100001781.html,High Floor,0,2,1,False,False,False,False,False,False,False,False,False,True,False,False,0.75,99.73333333333333,41.833333333333336,15-20yr,120-150sqm,2-3M
Vanke Garden,Jianggan,Central,261.7,25830.0,101.3,3BR 2LR,3,2,High Floor,32.0,North,Fine,2014.0,12.0,0,166 days ago,https://hz.lianjia.com/ershoufang/100001782.html,High Floor,3,2,0,False,False,False,True,False,False,False,False,False,False,False,False,0.75,87.23333333333333,33.766666666666666,10-15yr,90-120sqm,2-3M
Poly Garden,Xiacheng,Central,452.4,60642.0,74.6,5BR 2LR,5,2,High Floor,25.0,Southeast,Medium,2008.0,18.0,1,37 days ago,https://hz.lianjia.com/ershoufang/100001783.html,High Floor,2,2,1,False,False,False,False,False,False,False,False,True,False,False,False,0.75,90.47999999999999,14.919999999999998,15-20yr,70-90sqm,4-5M
Sanliting Court,Gongshu,Banshan,261.9,29395.0,89.1,3BR 2LR,3,2,Middle Floor,7.0,East,Simple,2008.0,18.0,0,179 days ago,https://hz.lianjia.com/ershoufang/100001784.html,Middle Floor,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,0.5,87.3,29.7,15-20yr,70-90sqm,2-3M
Merchants Community,Jianggan,Central,373.2,40393.0,92.4,3BR 2LR,3,2,Middle Floor,7.0,North,Fine,2002.0,24.0,1,92 days ago,https://hz.lianjia.com/ershoufang/100001785.html,Middle Floor,3,1,0,False,False,False,True,False,False,False,False,False,False,False,False,0.5,124.39999999999999,30.8,20-30yr,90-120sqm,3-4M
Jinmao Place,Shangcheng,Hubin,395.9,53645.0,73.8,3BR 2LR,3,2,Low Floor,7.0,North-South,Medium,2008.0,18.0,0,57 days ago,https://hz.lianjia.com/ershoufang/100001786.html,Low Floor,2,0,1,False,False,False,False,False,False,False,True,False,False,False,False,0.25,131.96666666666667,24.599999999999998,15-20yr,70-90sqm,3-4M
Greentown Place,Xiaoshan,Shushan,226.4,26290.0,86.1,4BR 2LR,4,2,Low Floor,18.0,South,Medium,2011.0,15.0,0,34 days ago,https://hz.lianjia.com/ershoufang/100001787.html,Low Floor,2,0,1,False,False,False,False,False,False,False,False,False,True,False,False,0.25,56.6,21.525,10-15yr,70-90sqm,2-3M
Vanke New Village,Binjiang,Xixing,147.4,45763.0,32.2,4BR 2LR,4,2,Middle Floor,18.0,East-West,Fine,2005.0,21.0,0,80 days ago,https://hz.lianjia.com/ershoufang/100001788.html,Middle Floor,3,1,0,True,False,False,False,False,False,False,False,False,False,False,False,0.5,36.85,8.05,20-30yr,<50sqm,1-1.5M
Ziyang Villa,Jianggan,Central,290.8,34372.0,84.6,4BR 2LR,4,2,Low Floor,25.0,North-South,Fine,2007.0,19.0,0,24 days ago,https://hz.lianjia.com/ershoufang/100001789.html,Low Floor,3,0,1,False,False,False,True,False,False,False,False,False,False,False,False,0.25,72.7,21.15,15-20yr,70-90sqm,2-3M
Gemdale Plaza,Binjiang,Changhe,548.5,57550.0,95.3,3BR 2LR,3,2,Middle Floor,32.0,Southeast,Simple,2009.0,17.0,1,155 days ago,https://hz.lianjia.com/ershoufang/100001790.html,Middle Floor,1,1,1,True,False,False,False,False,False,False,False,False,False,False,False,0.5,182.83333333333334,31.766666666666666,15-20yr,90-120sqm,>5M
Vanke Bay,Yuhang,Cangqian,350.1,20692.0,169.2,3BR 1LR,3,1,Middle Floor,7.0,East,Fine,2022.0,4.0,1,141 days ago,https://hz.lianjia.com/ershoufang/100001791.html,Middle Floor,3,1,0,False,False,False,False,False,False,False,False,False,False,False,True,0.5,116.7,56.4,0-5yr,>150sqm,3-4M
Jingfang Homeland,Xihu,Wenxin,526.8,49887.0,105.6,3BR 2LR,3,2,Low Floor,25.0,North-South,Unfinished,2010.0,16.0,0,137 days ago,https://hz.lianjia.com/ershoufang/100001792.html,Low Floor,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,0.25,175.6,35.199999999999996,15-20yr,90-120sqm,>5M
Evergrande Villa,Jianggan,Central,213.9,31877.0,67.1,4BR 2LR,4,2,Middle Floor,32.0,South,Simple,2014.0,12.0,1,59 days ago,https://hz.lianjia.com/ershoufang/100001793.html,Middle Floor,1,1,1,False,False,False,True,False,False,False,False,False,False,False,False,0.5,53.475,16.775,10-15yr,50-70sqm,2-3M
Evergrande Center,Linping,Central,241.1,19621.0,122.9,3BR 2LR,3,2,High Floor,32.0,South,Unfinished,2021.0,5.0,1,48 days ago,https://hz.lianjia.com/ershoufang/100001794.html,High Floor,0,2,1,False,False,False,False,False,True,False,False,False,False,False,False,0.75,80.36666666666666,40.96666666666667,0-5yr,120-150sqm,2-3M
Longfor Garden,Xiaoshan,Ningwei,320.1,37655.0,85.0,1BR 1LR,1,1,Middle Floor,32.0,North-South,Luxury,2013.0,13.0,0,80 days ago,https://hz.lianjia.com/ershoufang/100001795.html,Middle Floor,4,1,1,False,False,False,False,False,False,False,False,False,True,False,False,0.5,320.1,85.0,10-15yr,70-90sqm,3-4M
Jingfang New Village,Yuhang,Old Yuhang,194.1,24891.0,78.0,3BR 2LR,3,2,Middle Floor,7.0,North-South,Luxury,2019.0,7.0,0,79 days ago,https://hz.lianjia.com/ershoufang/100001797.html,Middle Floor,4,1,1,False,False,False,False,False,False,False,False,False,False,False,True,0.5,64.7,26.0,5-10yr,70-90sqm,1.5-2M
Longfor Villa,Linping,Central,336.9,30245.0,111.4,1BR 1LR,1,1,Low Floor,18.0,North-South,Medium,2012.0,14.0,1,69 days ago,https://hz.lianjia.com/ershoufang/100001798.html,Low Floor,2,0,1,False,False,False,False,False,True,False,False,False,False,False,False,0.25,336.9,111.4,10-15yr,90-120sqm,3-4M
COLI Homeland,Jianggan,Central,364.3,54298.0,67.1,3BR 2LR,3,2,Middle Floor,25.0,Southeast,Fine,2001.0,25.0,0,30 days ago,https://hz.lianjia.com/ershoufang/100001799.html,Middle Floor,3,1,1,False,False,False,True,False,False,False,False,False,False,False,False,0.5,121.43333333333334,22.366666666666664,20-30yr,50-70sqm,3-4M
Jinmao Villa,Yuhang,Gouzhuang,308.9,32997.0,93.6,1BR 1LR,1,1,Middle Floor,18.0,East,Simple,2009.0,17.0,1,48 days ago,https://hz.lianjia.com/ershoufang/100001800.html,Middle Floor,1,1,0,False,False,False,False,False,False,False,False,False,False,False,True,0.5,308.9,93.6,15-20yr,90-120sqm,3-4M
Ziyang Complex,Jianggan,Central,155.8,25415.0,61.3,3BR 2LR,3,2,Middle Floor,11.0,South,Fine,1995.0,31.0,1,19 days ago,https://hz.lianjia.com/ershoufang/100001801.html,Middle Floor,3,1,1,False,False,False,True,False,False,False,False,False,False,False,False,0.5,51.93333333333334,20.433333333333334,30yr+,50-70sqm,1.5-2M
Daguan Place,Yuhang,Wuchang,186.1,24451.0,76.1,2BR 1LR,2,1,Middle Floor,18.0,East,Fine,2024.0,2.0,1,118 days ago,https://hz.lianjia.com/ershoufang/100001802.html,Middle Floor,3,1,0,False,False,False,False,False,False,False,False,False,False,False,True,0.5,93.05,38.05,0-5yr,70-90sqm,1.5-2M
CR Land Villa,Yuhang,Gouzhuang,196.9,27349.0,72.0,3BR 2LR,3,2,Middle Floor,33.0,Northeast,Luxury,2025.0,1.0,0,72 days ago,https://hz.lianjia.com/ershoufang/100001803.html,Middle Floor,4,1,0,False,False,False,False,False,False,False,False,False,False,False,True,0.5,65.63333333333334,24.0,0-5yr,70-90sqm,1.5-2M
Vanke Place,Xiacheng,Central,344.9,67357.0,51.2,1BR 1LR,1,1,Middle Floor,33.0,North-South,Fine,2000.0,26.0,1,166 days ago,https://hz.lianjia.com/ershoufang/100001804.html,Middle Floor,3,1,1,False,False,False,False,False,False,False,False,True,False,False,False,0.5,344.9,51.2,20-30yr,50-70sqm,3-4M
Gemdale Homeland,Xiaoshan,Xintang,295.4,31933.0,92.5,2BR 1LR,2,1,High Floor,11.0,Northeast,Simple,2025.0,1.0,1,101 days ago,https://hz.lianjia.com/ershoufang/100001805.html,High Floor,1,2,0,False,False,False,False,False,False,False,False,False,True,False,False,0.75,147.7,46.25,0-5yr,90-120sqm,2-3M
Longfor Apartment,Xiaoshan,Beigan,380.6,27719.0,137.3,1BR 0LR,1,0,Middle Floor,7.0,North,Simple,2004.0,22.0,1,154 days ago,https://hz.lianjia.com/ershoufang/100001806.html,Middle Floor,1,1,0,False,False,False,False,False,False,False,False,False,True,False,False,0.5,380.6,137.3,20-30yr,120-150sqm,3-4M
Yango Complex,Yuhang,Old Yuhang,341.3,41466.0,82.3,2BR 2LR,2,2,High Floor,25.0,Northwest,Medium,2020.0,6.0,0,128 days ago,https://hz.lianjia.com/ershoufang/100001807.html,High Floor,2,2,0,False,False,False,False,False,False,False,False,False,False,False,True,0.75,170.65,41.15,5-10yr,70-90sqm,3-4M
